age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscription
43,management,married,university.degree,no,no,no,cellular,aug,wed,157,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228,no
41,unemployed,single,high.school,no,no,no,cellular,jul,wed,197,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
37,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,49,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099,no
25,admin.,single,high.school,no,yes,yes,cellular,may,fri,795,6,999,1,failure,-1.8,92.893,-46.2,1.313,5099,no
38,admin.,married,high.school,no,yes,no,telephone,jun,thu,1411,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228,no
52,blue-collar,unknown,basic.4y,no,unknown,unknown,cellular,may,thu,610,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099,no
42,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
36,blue-collar,single,high.school,no,yes,yes,telephone,may,mon,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,70,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228,no
46,admin.,married,university.degree,no,no,no,telephone,jul,tue,53,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
84,retired,married,basic.9y,no,yes,no,cellular,may,wed,267,1,999,1,failure,-1.8,93.876,-40.0,0.697,5009,no
46,admin.,divorced,high.school,no,no,no,cellular,nov,tue,91,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5196,no
29,technician,single,professional.course,no,yes,yes,cellular,nov,wed,182,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5196,no
37,self-employed,married,basic.9y,no,yes,yes,cellular,jul,thu,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
31,housemaid,married,basic.4y,unknown,no,no,telephone,jun,wed,327,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228,no
56,services,married,high.school,no,no,yes,telephone,may,mon,307,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
55,housemaid,married,basic.4y,no,no,no,cellular,jul,wed,469,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
27,blue-collar,single,high.school,no,unknown,unknown,cellular,jul,tue,290,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
29,services,married,high.school,unknown,no,yes,cellular,jul,mon,479,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
31,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,56,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
29,technician,single,high.school,unknown,yes,no,cellular,aug,wed,158,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228,no
39,entrepreneur,divorced,basic.4y,no,yes,yes,cellular,jul,wed,1317,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
41,unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,111,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
33,technician,married,professional.course,no,yes,yes,cellular,aug,mon,106,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228,no
27,blue-collar,single,basic.9y,no,no,no,cellular,jul,mon,316,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
38,housemaid,married,basic.6y,unknown,yes,yes,telephone,may,wed,87,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
31,blue-collar,divorced,professional.course,no,yes,no,telephone,may,thu,176,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
26,management,single,university.degree,no,no,no,cellular,may,tue,279,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099,no
32,management,married,university.degree,no,yes,no,cellular,may,wed,129,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099,no
44,entrepreneur,married,university.degree,unknown,no,yes,cellular,jul,thu,13,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
50,technician,married,high.school,no,no,no,cellular,nov,mon,93,1,999,1,failure,-0.1,93.2,-42.0,4.191,5196,no
35,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,672,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
39,admin.,married,university.degree,no,no,no,cellular,may,fri,272,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099,no
46,technician,married,high.school,no,unknown,unknown,telephone,jun,mon,500,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228,no
28,admin.,single,university.degree,no,no,no,telephone,may,mon,108,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
34,entrepreneur,married,basic.4y,no,yes,no,telephone,jun,wed,250,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228,no
43,management,married,university.degree,no,yes,no,cellular,nov,wed,57,1,999,1,failure,-0.1,93.2,-42.0,4.12,5196,no
36,admin.,divorced,high.school,no,no,no,cellular,nov,wed,424,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5196,no
56,unemployed,divorced,high.school,unknown,yes,no,cellular,nov,fri,109,1,999,1,failure,-0.1,93.2,-42.0,4.021,5196,no
37,admin.,single,university.degree,unknown,no,no,cellular,jul,tue,150,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
50,technician,married,high.school,no,no,no,telephone,may,wed,224,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
39,housemaid,married,university.degree,no,no,no,telephone,jun,wed,68,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228,no
47,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,89,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
46,technician,married,professional.course,no,no,yes,cellular,aug,tue,166,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228,no
29,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,168,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
35,blue-collar,married,professional.course,no,no,no,telephone,may,tue,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
27,admin.,married,high.school,no,no,no,cellular,jul,thu,88,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
23,blue-collar,single,basic.4y,no,yes,no,telephone,jun,fri,31,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228,no
36,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,technician,married,high.school,no,yes,no,cellular,aug,tue,409,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228,no
44,self-employed,married,university.degree,unknown,unknown,unknown,telephone,may,fri,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,services,married,high.school,no,yes,yes,telephone,may,mon,391,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,blue-collar,single,basic.9y,unknown,no,no,cellular,may,tue,718,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099,no
48,technician,married,high.school,no,no,no,telephone,may,tue,166,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
35,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,15,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099,no
46,admin.,married,professional.course,no,yes,no,cellular,aug,fri,75,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228,no
25,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,107,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228,no
36,admin.,single,university.degree,no,no,no,cellular,aug,wed,82,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076,no
44,management,married,university.degree,no,yes,no,cellular,apr,thu,137,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099,no
59,admin.,divorced,university.degree,no,no,no,cellular,apr,wed,194,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099,no
54,technician,married,professional.course,no,no,no,cellular,aug,wed,171,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228,no
46,technician,single,professional.course,no,no,no,cellular,jul,tue,328,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
38,technician,married,professional.course,no,no,no,telephone,may,wed,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
50,technician,married,professional.course,no,no,no,cellular,aug,wed,467,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228,no
45,admin.,married,high.school,no,no,no,cellular,aug,fri,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
39,admin.,married,university.degree,no,no,no,cellular,aug,tue,145,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
29,admin.,single,university.degree,no,yes,no,telephone,jul,wed,73,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
29,blue-collar,single,basic.9y,no,no,no,telephone,jun,fri,153,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228,no
59,management,married,basic.4y,unknown,unknown,unknown,cellular,may,thu,165,4,999,1,failure,-1.8,92.893,-46.2,1.266,5099,no
54,self-employed,married,basic.9y,no,no,yes,cellular,nov,tue,72,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5196,no
37,services,divorced,basic.9y,no,yes,no,cellular,jul,wed,122,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
36,admin.,single,university.degree,no,no,no,telephone,may,mon,12,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099,no
32,technician,single,university.degree,no,no,no,telephone,aug,mon,51,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
45,blue-collar,married,illiterate,unknown,no,no,telephone,may,thu,1196,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
28,blue-collar,single,high.school,no,no,no,telephone,jun,thu,1017,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228,no
27,admin.,single,high.school,unknown,no,no,cellular,jul,mon,261,12,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
25,entrepreneur,single,university.degree,no,yes,no,telephone,may,wed,8,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,housemaid,married,high.school,unknown,yes,yes,telephone,jun,mon,18,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228,no
54,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,129,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228,no
38,admin.,married,basic.6y,no,yes,no,cellular,jul,thu,294,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228,no
36,technician,married,high.school,no,yes,no,cellular,aug,wed,53,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228,no
34,admin.,married,high.school,no,yes,no,telephone,jun,fri,95,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228,no
43,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,may,tue,46,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099,no
35,technician,single,professional.course,no,no,yes,cellular,aug,fri,30,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228,no
28,services,divorced,high.school,no,yes,no,telephone,may,wed,225,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
40,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,267,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
30,admin.,married,university.degree,no,yes,no,telephone,jul,wed,717,8,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
27,unemployed,married,high.school,no,yes,no,cellular,may,mon,11,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099,no
36,blue-collar,married,basic.9y,no,yes,yes,cellular,may,thu,314,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099,no
43,blue-collar,single,basic.6y,no,yes,no,cellular,jul,wed,199,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
45,housemaid,married,basic.6y,unknown,no,no,telephone,may,thu,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,668,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
56,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,163,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228,no
44,technician,married,professional.course,unknown,no,no,telephone,may,thu,203,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
47,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,fri,67,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
43,technician,married,professional.course,no,no,no,cellular,nov,fri,14,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5196,no
32,student,single,university.degree,no,no,no,telephone,may,mon,258,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
52,technician,married,professional.course,no,no,no,cellular,aug,tue,142,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228,no
38,technician,married,professional.course,no,no,no,cellular,mar,thu,84,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,tue,451,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
31,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,176,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
31,services,single,high.school,no,yes,no,cellular,may,tue,109,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099,no
31,technician,married,university.degree,no,no,no,cellular,aug,mon,99,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228,no
41,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,114,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
59,housemaid,married,basic.4y,no,yes,no,cellular,aug,thu,121,6,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076,no
48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,517,2,999,1,failure,-0.1,93.2,-42.0,4.12,5196,no
36,blue-collar,single,basic.9y,no,no,no,telephone,jun,fri,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228,no
31,admin.,married,university.degree,no,no,no,cellular,aug,tue,336,6,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228,no
24,technician,single,professional.course,no,no,yes,cellular,may,fri,23,8,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099,no
27,services,single,high.school,no,no,no,telephone,jun,tue,323,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228,no
53,management,married,university.degree,no,no,no,cellular,nov,fri,137,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5196,no
38,admin.,married,university.degree,no,no,no,cellular,aug,thu,25,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228,no
24,services,single,high.school,no,yes,no,telephone,jun,tue,117,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228,no
45,technician,divorced,high.school,no,yes,no,cellular,may,thu,121,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099,no
33,admin.,divorced,high.school,no,yes,no,telephone,may,fri,290,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
36,blue-collar,single,professional.course,unknown,yes,no,cellular,may,wed,206,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099,no
32,blue-collar,single,basic.4y,no,yes,no,telephone,jul,tue,49,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
57,admin.,married,basic.9y,no,no,yes,cellular,jul,wed,194,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
44,services,single,high.school,no,yes,no,cellular,nov,wed,116,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5196,no
40,management,married,university.degree,no,yes,no,telephone,may,wed,295,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,management,single,basic.9y,no,yes,no,telephone,jun,thu,237,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228,no
32,blue-collar,single,basic.4y,no,yes,yes,telephone,jun,mon,156,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228,no
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,50,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
53,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,111,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228,no
40,services,married,high.school,no,yes,no,cellular,apr,tue,158,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099,no
28,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
36,admin.,single,university.degree,no,no,no,cellular,jul,thu,48,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228,no
36,technician,married,university.degree,no,no,no,cellular,nov,wed,221,4,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5196,no
31,technician,single,high.school,no,no,no,cellular,nov,mon,44,1,999,1,failure,-0.1,93.2,-42.0,4.191,5196,no
47,technician,married,professional.course,unknown,yes,no,cellular,jul,tue,362,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
40,blue-collar,divorced,basic.9y,no,no,no,telephone,jul,wed,246,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
55,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,412,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,technician,single,professional.course,no,no,no,cellular,aug,mon,97,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
45,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,170,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099,no
36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,109,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228,no
29,admin.,single,basic.9y,no,yes,no,telephone,may,wed,41,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099,no
58,services,married,basic.4y,no,unknown,unknown,telephone,jun,fri,250,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228,no
57,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,247,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228,no
42,admin.,married,unknown,no,no,no,cellular,nov,mon,657,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5196,no
54,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,271,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
44,entrepreneur,married,high.school,no,yes,no,telephone,may,thu,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
33,admin.,divorced,university.degree,no,no,no,telephone,may,fri,465,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,admin.,married,basic.9y,no,yes,no,cellular,may,tue,24,7,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099,no
30,admin.,single,university.degree,no,no,no,cellular,aug,mon,123,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
49,admin.,married,high.school,no,no,no,cellular,jul,wed,652,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
54,technician,married,high.school,no,yes,no,telephone,jun,fri,47,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228,no
27,admin.,married,high.school,no,no,no,cellular,may,thu,137,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099,no
40,technician,married,professional.course,no,yes,yes,cellular,apr,mon,314,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
48,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,481,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228,no
24,services,single,unknown,no,no,no,cellular,mar,tue,103,1,999,0,nonexistent,-1.8,92.843,-50.0,1.799,5099,no
54,technician,married,professional.course,no,yes,no,telephone,sep,mon,289,1,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5018,no
52,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,175,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
36,services,married,high.school,no,yes,no,telephone,may,thu,399,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,admin.,married,university.degree,no,no,no,telephone,may,fri,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
44,technician,single,unknown,unknown,no,yes,cellular,jul,thu,48,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228,no
41,technician,married,professional.course,no,yes,no,cellular,aug,fri,307,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,63,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099,no
34,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,27,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
47,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,fri,177,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099,no
29,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,65,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
57,technician,married,professional.course,no,yes,no,telephone,jun,tue,194,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228,no
54,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,thu,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228,no
25,admin.,single,university.degree,no,yes,no,cellular,jul,thu,174,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228,no
42,admin.,single,university.degree,unknown,yes,no,cellular,jul,fri,218,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
50,services,divorced,basic.4y,unknown,no,no,telephone,jun,tue,80,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228,no
31,admin.,single,university.degree,no,yes,no,cellular,may,wed,157,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099,no
39,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,93,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099,no
26,services,single,high.school,no,no,yes,telephone,jun,mon,74,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228,no
35,self-employed,married,basic.9y,no,no,no,telephone,aug,fri,16,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228,no
54,management,divorced,university.degree,no,no,no,telephone,may,wed,10,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099,no
58,management,married,university.degree,no,yes,no,cellular,aug,mon,59,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228,no
41,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,tue,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099,no
37,entrepreneur,married,basic.4y,no,yes,no,cellular,apr,fri,1130,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099,no
44,management,divorced,university.degree,no,yes,no,telephone,jun,mon,96,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228,no
33,entrepreneur,married,university.degree,no,no,yes,telephone,jun,thu,166,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,no
51,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,812,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
44,blue-collar,married,professional.course,unknown,no,no,cellular,jul,tue,156,20,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228,no
27,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,339,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099,no
40,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,124,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5196,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,nov,fri,225,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5196,no
57,housemaid,divorced,basic.4y,no,yes,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,entrepreneur,married,unknown,unknown,no,no,telephone,jun,mon,41,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228,no
43,management,married,university.degree,unknown,no,no,cellular,jul,mon,93,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
33,admin.,single,university.degree,no,yes,no,cellular,aug,wed,67,1,3,1,success,-2.9,92.201,-31.4,0.854,5076,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,thu,91,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228,no
36,admin.,single,high.school,no,yes,no,telephone,jun,tue,150,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228,no
33,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228,no
38,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228,no
31,admin.,single,university.degree,no,no,no,cellular,nov,fri,85,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5196,no
39,admin.,married,university.degree,no,no,no,telephone,may,tue,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,81,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228,no
53,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jul,fri,131,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
44,technician,single,basic.9y,no,yes,no,telephone,jun,thu,113,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228,no
28,services,married,high.school,no,no,yes,cellular,may,fri,343,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099,no
37,services,single,basic.9y,no,yes,no,telephone,may,fri,320,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
31,technician,married,university.degree,no,yes,no,cellular,apr,thu,35,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099,no
44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
46,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,tue,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228,no
32,management,single,university.degree,no,no,no,cellular,jun,mon,152,2,3,1,success,-2.9,92.963,-40.8,1.281,5076,no
47,technician,married,professional.course,no,no,no,telephone,may,tue,79,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
32,entrepreneur,married,high.school,no,yes,no,cellular,may,tue,325,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099,no
36,technician,married,university.degree,no,yes,no,telephone,jun,mon,196,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228,no
26,admin.,single,high.school,no,no,no,cellular,jul,fri,134,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228,no
48,technician,married,university.degree,no,no,no,cellular,aug,fri,239,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228,no
28,services,single,high.school,no,yes,no,cellular,jul,mon,98,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228,no
35,technician,married,professional.course,no,yes,no,cellular,nov,mon,115,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5196,no
34,self-employed,married,basic.9y,no,yes,no,telephone,nov,tue,37,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5196,no
76,retired,married,basic.4y,no,no,no,cellular,aug,fri,61,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076,no
43,technician,single,university.degree,no,no,yes,telephone,may,tue,1100,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099,no
