Program,Year,Period,Week Ending,Geo Level,State,State ANSI,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Price
SURVEY,1880,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,961000.00
SURVEY,1961,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,157000.00
SURVEY,2012,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,91690000.00
SURVEY,1949,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1238000.00
SURVEY,1949,YEAR,,STATE,ALABAMA,1.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,46920000.00
SURVEY,1943,YEAR,,STATE,ALABAMA,1.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,5.00
SURVEY,1969,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,12753000.00
SURVEY,1911,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,400000.00
SURVEY,1976,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,187000.00
SURVEY,2013,YEAR - AUG FORECAST,,STATE,DELAWARE,10.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,28710000.00
SURVEY,1996,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,868750000.00
SURVEY,1887,YEAR,,STATE,ARIZONA,4.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,2009,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,220000.00
SURVEY,1949,YEAR,,STATE,NORTH CAROLINA,37.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,66843000.00
SURVEY,1930,YEAR,,STATE,SOUTH CAROLINA,45.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,1882,YEAR,,STATE,COLORADO,8.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,481000.00
SURVEY,1969,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,3479000.00
SURVEY,1947,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,19332000.00
SURVEY,1881,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,2010,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,46000.00
SURVEY,1894,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,3321000.00
SURVEY,1961,YEAR,,STATE,TENNESSEE,47.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,59000.00
SURVEY,1904,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,5950000.00
SURVEY,1931,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,10.50
SURVEY,2012,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3650000.00
SURVEY,2012,YEAR - NOV FORECAST,,STATE,NORTH CAROLINA,37.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,93600000.00
SURVEY,1921,YEAR,,STATE,NEW HAMPSHIRE,33.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,7000.00
SURVEY,1903,YEAR,,STATE,SOUTH CAROLINA,45.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1640000.00
SURVEY,2015,YEAR - NOV FORECAST,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,341515000.00
SURVEY,2015,YEAR,,STATE,MISSOURI,29.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.00
SURVEY,1923,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.30
SURVEY,1894,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,31500000.00
SURVEY,1947,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,36482000.00
SURVEY,2007,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,65000.00
SURVEY,1882,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,32000000.00
SURVEY,1955,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,499000.00
SURVEY,1920,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,133640000.00
SURVEY,2000,YEAR,,STATE,DELAWARE,10.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9000.00
SURVEY,1974,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1120000.00
SURVEY,1998,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,500000.00
SURVEY,1954,YEAR,,STATE,MISSISSIPPI,28.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1564000.00
SURVEY,1933,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,47000.00
SURVEY,1956,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,901000.00
SURVEY,1883,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,56000.00
SURVEY,1978,YEAR,,STATE,KENTUCKY,21.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,119850000.00
SURVEY,1933,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,503000.00
SURVEY,2006,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1400000.00
SURVEY,1970,YEAR,,STATE,OREGON,41.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,25000.00
SURVEY,1971,YEAR,,STATE,ARKANSAS,5.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1560000.00
SURVEY,1970,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.00
SURVEY,2015,YEAR - SEP FORECAST,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,990000.00
SURVEY,1923,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,22000.00
SURVEY,1925,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.40
SURVEY,2014,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,150000.00
SURVEY,1884,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,13380000.00
SURVEY,1898,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1470000.00
SURVEY,2014,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,787360000.00
SURVEY,1974,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.80
SURVEY,1977,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13.50
SURVEY,1962,YEAR,,STATE,ILLINOIS,17.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,284000.00
SURVEY,1954,YEAR,,STATE,NEVADA,32.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,12.00
SURVEY,1952,YEAR,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,11267000.00
SURVEY,1994,YEAR,,STATE,OHIO,39.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,170000.00
SURVEY,1942,YEAR,,STATE,IDAHO,16.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,10.00
SURVEY,1989,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,9600000.00
SURVEY,2006,YEAR,,STATE,TEXAS,48.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,15.00
SURVEY,1935,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,28000.00
SURVEY,1952,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3142000.00
SURVEY,1931,YEAR,,STATE,TENNESSEE,47.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,70128000.00
SURVEY,1946,YEAR,,STATE,WISCONSIN,55.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.80
SURVEY,1996,YEAR,,STATE,ARIZONA,4.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,27.00
SURVEY,1974,YEAR,,STATE,ALABAMA,1.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,630000.00
SURVEY,1971,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5725000.00
SURVEY,1953,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,10.00
SURVEY,1955,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,505000.00
SURVEY,1919,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,269000.00
SURVEY,1986,YEAR,,STATE,VIRGINIA,51.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,21600000.00
SURVEY,1964,YEAR,,STATE,MISSOURI,29.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,263000.00
SURVEY,1978,YEAR,,STATE,INDIANA,18.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,669600000.00
SURVEY,1951,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,2005,YEAR,,STATE,MONTANA,30.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,17000.00
SURVEY,1911,YEAR,,STATE,ARIZONA,4.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,15000.00
SURVEY,2004,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17.00
SURVEY,2004,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,137200000.00
SURVEY,1966,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,15437000.00
SURVEY,1932,YEAR,,STATE,NEBRASKA,31.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,75000.00
SURVEY,1973,YEAR,,STATE,INDIANA,18.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5240000.00
SURVEY,1985,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,975000.00
SURVEY,1982,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,49000.00
SURVEY,1958,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,11.00
SURVEY,1950,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6000.00
SURVEY,1926,YEAR,,STATE,COLORADO,8.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,9038000.00
SURVEY,1905,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,5842000.00
SURVEY,1980,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,17.00
SURVEY,1943,YEAR,,STATE,FLORIDA,12.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.50
SURVEY,1998,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1050000.00
SURVEY,1960,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,8932000.00
SURVEY,1939,YEAR,,STATE,KENTUCKY,21.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.00
SURVEY,1970,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,6375000.00
SURVEY,1894,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1240000.00
SURVEY,1994,YEAR,,STATE,IOWA,19.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1915200000.00
SURVEY,2010,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,16.00
SURVEY,2012,YEAR - SEP FORECAST,,STATE,LOUISIANA,22.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,560000.00
SURVEY,1978,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,9373000.00
SURVEY,1989,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,44000.00
SURVEY,1926,YEAR,,STATE,OKLAHOMA,40.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,52969000.00
SURVEY,1941,YEAR,,STATE,TENNESSEE,47.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,7.40
SURVEY,1985,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13.50
SURVEY,1950,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,8177000.00
SURVEY,1899,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1520000.00
SURVEY,2012,YEAR - JUN FORECAST,,STATE,INDIANA,18.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,6050000.00
SURVEY,1975,YEAR,,STATE,MICHIGAN,26.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,420000.00
SURVEY,2009,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,920000.00
SURVEY,1932,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4000.00
SURVEY,1999,YEAR,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,8.80
SURVEY,1890,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2000.00
SURVEY,1947,YEAR,,STATE,PENNSYLVANIA,42.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,258000.00
SURVEY,1991,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,18400000.00
SURVEY,1953,YEAR,,STATE,CALIFORNIA,6.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,12.00
SURVEY,2006,YEAR,,STATE,VIRGINIA,51.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,41400000.00
SURVEY,1956,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,11.00
SURVEY,1951,YEAR,,STATE,NEW YORK,36.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.90
SURVEY,1905,YEAR,,STATE,MAINE,23.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,1050000.00
SURVEY,1954,YEAR,,STATE,WYOMING,56.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,28000.00
SURVEY,1929,YEAR,,STATE,NEW MEXICO,35.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3000.00
SURVEY,2005,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,54000000.00
SURVEY,1945,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,96236000.00
SURVEY,1934,YEAR,,STATE,KANSAS,20.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,172000.00
SURVEY,1977,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,830000.00
SURVEY,1911,YEAR,,STATE,GEORGIA,13.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3450000.00
SURVEY,1968,YEAR,,STATE,KENTUCKY,21.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,117000.00
SURVEY,1921,YEAR,,STATE,NEW JERSEY,34.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,17000.00
SURVEY,2004,YEAR,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,26.00
SURVEY,1988,YEAR,,STATE,UTAH,49.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2728000.00
SURVEY,1959,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,11.70
SURVEY,1976,YEAR,,STATE,IDAHO,16.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,91000.00
SURVEY,1892,YEAR,,STATE,TENNESSEE,47.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3180000.00
SURVEY,1964,YEAR,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2208000.00
SURVEY,1922,YEAR,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,88065000.00
SURVEY,1911,YEAR,,STATE,RHODE ISLAND,44.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,420000.00
SURVEY,1983,YEAR,,STATE,VERMONT,50.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,14.50
SURVEY,2015,YEAR - NOV FORECAST,,STATE,SOUTH DAKOTA,46.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,801900000.00
SURVEY,1996,YEAR,,STATE,VIRGINIA,51.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,130000.00
SURVEY,1918,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2684000.00
SURVEY,1983,YEAR,,STATE,WEST VIRGINIA,54.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,13.50
SURVEY,1994,YEAR,,STATE,ARKANSAS,5.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,10800000.00
SURVEY,2014,YEAR,,STATE,ILLINOIS,17.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,2350000000.00
SURVEY,1950,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,47000.00
SURVEY,1953,YEAR,,STATE,INDIANA,18.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,9.50
SURVEY,1956,YEAR,,STATE,MARYLAND,24.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,12.00
SURVEY,1896,YEAR,,STATE,MASSACHUSETTS,25.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,60000.00
SURVEY,1919,YEAR,,STATE,CONNECTICUT,9.00,0,,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,23000.00
SURVEY,2009,YEAR,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,105000.00
SURVEY,2013,YEAR - SEP FORECAST,,STATE,WASHINGTON,53.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,29025000.00
SURVEY,1978,YEAR,,STATE,MINNESOTA,27.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,643760000.00
SURVEY,2009,YEAR,,STATE,COLORADO,8.00,0,,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,151470000.00
SURVEY,2014,YEAR,,STATE,KENTUCKY,21.00,0,,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,21.00
SURVEY,2012,YEAR - SEP FORECAST,,STATE,NORTH DAKOTA,38.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,3200000.00
SURVEY,1878,YEAR,,STATE,ILLINOIS,17.00,0,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,8425000.00
