,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
7120,25.05,2009-06-02,-73.862658,40.768874,-73.976067,40.741629,4
7121,6.5,2015-01-03,-73.96569824,40.75865173,-73.98020935,40.74433899,1
7122,19.5,2014-07-30,-73.964182,40.767587,-74.002562,40.730547,2
7123,5.5,2015-03-22,-73.9812088,40.74744034,-73.97255707,40.75956345,1
7124,9.7,2009-01-20,-74.000943,40.736818,-74.008395,40.707423,1
7125,57.33,2014-05-04,-73.931962,40.795632,-73.794442,40.644615,1
7126,16.0,2014-05-20,-73.97854,40.755955,-73.96892,40.758472,6
7127,6.5,2009-01-29,-73.98485,40.76099,-74.00109,40.757212,1
7128,9.5,2013-01-23,-74.004128,40.747565,-73.990983,40.755646,1
7129,8.5,2013-11-02,-74.002084,40.730061,-73.980582,40.7343,2
7130,10.1,2009-02-27,-73.982911,40.747787,-73.960126,40.766133,1
7131,28.9,2011-12-21,-73.86485,40.770422,-73.990321,40.768261,1
7132,15.0,2015-05-27,-73.95465088,40.73225021,-73.89608002,40.74272156,1
7133,7.3,2010-07-11,-74.008213,40.74516,-74.008387,40.725942,3
7134,7.0,2013-11-16,-73.985003,40.74227,-73.968945,40.755102,1
7135,27.0,2014-05-12,-73.983424,40.693897,-73.973621,40.763262,1
7136,8.1,2010-04-13,-73.977495,40.772802,-73.978288,40.773523,1
7137,9.5,2012-12-26,-73.982875,40.7719,-73.972378,40.795655,1
7138,4.1,2009-01-25,-74.005764,40.73672,-73.998748,40.745123,1
7139,10.5,2010-05-11,-73.963773,40.757037,-73.924655,40.756323,1
7140,7.3,2009-08-09,-73.99018,40.738053,-73.975278,40.756188,5
7141,4.9,2010-12-10,-73.940153,40.79371,-73.930977,40.797485,1
7142,9.7,2010-09-13,-73.985722,40.752453,-73.978738,40.762098,1
7143,5.7,2009-07-23,-73.988646,40.762505,-73.99779,40.753948,1
7144,14.2,2009-01-22,-73.993776,40.720853,-73.953751,40.767377,1
7145,6.0,2014-07-18,-73.985968,40.735153,-73.993293,40.727734,1
7146,12.9,2009-07-09,-73.976227,40.756168,-73.951315,40.799367,5
7147,7.3,2009-05-27,-73.931308,40.754847,-73.930637,40.771232,1
7148,11.0,2012-12-23,-73.958313,40.781647,-73.959628,40.813763,1
7149,12.1,2010-09-18,-73.977963,40.721347,-74.002095,40.739568,1
7150,8.0,2014-11-16,-73.987875,40.732348,-73.995517,40.749528,1
7151,6.1,2011-12-20,-73.993572,40.757037,-74.008195,40.747462,1
7152,4.9,2009-12-11,-74.000958,40.7574,-73.990167,40.758147,1
7153,6.0,2015-05-04,-73.9812851,40.74144745,-73.99207306,40.74930573,2
7154,3.5,2013-07-24,-73.955642,40.779448,-73.959514,40.77864,1
7155,6.5,2013-10-26,-73.974002,40.747435,-73.992438,40.749382,1
7156,8.5,2013-10-22,-73.982542,40.74248,-73.999807,40.734565,1
7157,9.5,2013-03-01,-73.989945,40.772296,-73.992273,40.74964,3
7158,7.7,2009-02-15,-73.976097,40.748273,-73.954417,40.781644,2
7159,6.0,2015-04-03,-73.98487854,40.75739288,-73.99095917,40.75035858,6
7160,7.7,2011-08-30,-73.977605,40.746502,-73.9589,40.769463,1
7161,12.1,2012-08-09,-73.987218,40.743755,-73.961438,40.779385,1
7162,12.9,2010-10-08,-73.974523,40.750834,-74.007577,40.723714,1
7163,6.0,2014-06-14,-73.973278,40.75751,-73.982773,40.744935,1
7164,3.7,2012-03-01,-73.984641,40.742781,-73.979215,40.749995,1
7165,6.0,2013-02-13,-73.964194,40.760882,-73.968524,40.750468,1
7166,4.9,2011-11-07,-73.958802,40.81053,-73.945712,40.812308,1
7167,4.5,2011-01-15,-73.999384,40.728332,-73.989668,40.723116,1
7168,15.3,2012-06-07,-73.970387,40.752277,-74.003638,40.707942,2
7169,4.5,2012-11-10,-73.972104,40.745695,-73.977116,40.751573,1
7170,16.6,2009-03-28,-74.002921,40.730196,-73.952885,40.769919,2
7171,12.0,2013-10-28,-73.99513,40.749767,-73.981897,40.769562,1
7172,8.1,2010-12-16,-73.965558,40.768648,-73.97484,40.763155,2
7173,5.3,2009-05-05,-73.973263,40.743677,-73.982008,40.747402,1
7174,3.3,2011-11-28,-73.97225,40.74624,-73.969483,40.749288,1
7175,8.1,2012-07-06,-73.978703,40.78331,-73.98267,40.760592,1
7176,9.3,2012-01-28,-73.961645,40.762755,-73.98822,40.73788,1
7177,20.5,2013-05-01,-74.00841,40.721175,-73.949598,40.723505,1
7178,5.5,2014-08-22,-73.969382,40.763597,-73.97497,40.75582,1
7179,14.9,2012-06-20,-74.010752,40.701857,-73.976703,40.751718,1
7180,14.5,2012-03-16,-73.948792,40.77746,-73.92539,40.768792,1
7181,7.7,2009-07-10,-73.976772,40.755845,-73.95348,40.7777,1
7182,3.5,2014-12-04,-73.968461,40.803279,-73.964545,40.80734,2
7183,8.1,2011-07-07,-73.977962,40.761695,-73.994187,40.749515,5
7184,8.1,2011-08-31,-73.996348,40.763315,-73.994698,40.745672,1
7185,3.5,2013-07-09,-73.963395,40.766137,-73.9596,40.771062,1
7186,4.5,2013-05-09,-73.953197,40.788587,-73.948637,40.789947,1
7187,6.1,2009-10-05,-73.991329,40.73269,-74.00189,40.737883,1
7188,3.5,2013-06-17,-73.953125,40.785999,-73.955736,40.779849,2
7189,18.9,2009-10-22,-73.955883,40.772035,-74.010212,40.723537,1
7190,11.7,2012-03-23,-73.955888,40.773157,-73.98783,40.753962,1
7191,7.3,2009-07-01,-73.966423,40.790563,-73.964017,40.773663,1
7192,5.3,2011-08-04,-73.984825,40.74526,-73.977712,40.749648,6
7193,4.0,2015-06-20,-73.97794342,40.75272751,-73.97155762,40.75122833,1
7194,9.0,2013-03-13,-73.974925,40.762775,-73.95449,40.787032,1
7195,5.0,2013-12-01,-73.955008,40.780063,-73.95114,40.770573,1
7196,12.0,2013-06-07,-74.005081,40.728612,-74.002864,40.760353,1
7197,4.9,2012-05-02,-73.996027,40.732917,-73.992538,40.743282,2
7198,7.3,2011-05-19,-73.969918,40.757124,-73.951615,40.769837,1
7199,4.9,2009-11-24,-73.99122,40.760437,-73.994035,40.751675,2
7200,13.0,2015-05-26,-73.99211884,40.75072861,-73.96526337,40.76266861,1
7201,7.0,2014-04-27,-73.944175,40.7758,-73.951712,40.784922,1
7202,5.3,2010-07-30,-73.137393,41.366138,-73.137393,41.366138,1
7203,8.9,2012-02-25,-74.003052,40.733138,-73.984048,40.759105,1
7204,5.5,2014-01-17,-73.98601,40.735285,-73.986257,40.740335,1
7205,6.1,2009-12-11,-73.99168,40.75135,-74.001912,40.735775,2
7206,10.0,2013-07-03,-74.00696,40.743842,-73.977097,40.747232,1
7207,4.9,2010-03-27,-73.960912,40.812393,-73.953447,40.823576,1
7208,10.0,2014-01-07,-73.86273,40.769142,-73.869025,40.757232,1
7209,8.1,2011-11-26,-73.975755,40.763792,-73.978797,40.749915,2
7210,6.1,2010-07-26,-73.98924,40.819662,-73.995862,40.822938,2
7211,9.5,2014-10-31,-73.98094,40.72494,-73.99878,40.72328,1
7212,15.5,2013-01-15,-73.984667,40.779072,-73.984677,40.746702,1
7213,16.1,2010-04-03,-73.994292,40.751601,-73.953937,40.787679,1
7214,8.0,2013-11-04,-73.979922,40.75511,-73.990887,40.734627,1
7215,7.7,2010-07-17,-73.993255,40.741866,-73.982486,40.766571,1
7216,5.5,2014-11-10,-73.979839,40.751821,-73.978868,40.760816,2
7217,13.7,2012-08-02,-73.984716,40.767584,-73.977906,40.713417,1
7218,3.3,2011-06-22,-73.982168,40.768955,-73.98283,40.764403,1
7219,10.9,2012-08-25,-74.002175,40.745479,-73.986328,40.770466,4
7220,13.7,2012-02-01,-73.989506,40.739985,-73.983027,40.781865,2
7221,8.9,2011-06-23,-73.981333,40.780985,-73.984842,40.759692,2
7222,3.4,2009-03-21,-74.006375,40.733262,-74.003355,40.735579,1
7223,6.9,2010-02-05,-74.015195,40.715274,-74.01158,40.70341,1
7224,10.0,2013-11-04,-73.980617,40.770095,-73.97602,40.76075,1
7225,6.9,2010-10-09,-73.995415,40.733413,-73.973937,40.75153,2
7226,8.1,2009-06-08,-73.96526,40.770738,-73.980597,40.756322,5
7227,13.5,2012-09-28,-73.993183,40.738272,-74.013745,40.71503,1
7228,12.5,2012-10-06,-73.975124,40.792809,-73.980358,40.759932,1
7229,15.5,2014-10-28,-74.006335,40.744721,-73.967206,40.759868,1
7230,14.0,2015-06-13,-73.99655151,40.72376633,-73.99395752,40.76169968,2
7231,8.0,2014-03-07,-73.965023,40.755148,-73.956348,40.77459,1
7232,13.3,2011-09-08,-73.78909,40.641394,-73.797534,40.677685,1
7233,32.5,2011-01-28,-73.975145,40.765358,-73.872843,40.774423,2
7234,10.1,2012-08-07,-73.996882,40.725655,-74.002355,40.760497,1
7235,8.9,2009-09-07,-73.983788,40.746616,-73.954263,40.778954,1
7236,3.3,2012-07-20,-73.968145,40.768,-73.96411,40.773468,1
7237,11.7,2009-11-15,-73.964855,40.75983,-73.999578,40.7273,1
7238,10.1,2010-02-12,-73.954562,40.774242,-73.98337,40.734475,1
7239,12.0,2014-01-18,-73.98573,40.722707,-73.99288,40.736655,2
7240,5.3,2009-09-25,-73.991417,40.731759,-73.983387,40.738037,1
7241,21.0,2015-06-20,-74.01184082,40.7075119,-73.98558044,40.75550842,1
7242,12.0,2014-12-14,-73.866078,40.771201,-73.910266,40.775856,1
7243,13.5,2015-05-21,-73.99528503,40.72498703,-73.96691895,40.75319672,1
7244,10.0,2012-10-12,-73.97606,40.754525,-73.981855,40.771782,5
7245,11.7,2009-11-09,-73.99319,40.724373,-73.970928,40.748982,1
7246,3.7,2009-05-23,-73.990832,40.756097,-73.987077,40.761425,2
7247,5.5,2013-07-16,-73.983558,40.7259,-73.993095,40.71974,3
7248,7.3,2009-11-16,-73.972592,40.754162,-73.978838,40.734557,1
7249,10.1,2010-08-20,-73.997831,40.763928,-74.008511,40.74055,1
7250,14.5,2009-06-22,-73.954881,40.765465,-74.000852,40.729566,1
7251,7.7,2011-03-05,-73.994194,40.751118,-73.97095,40.748357,1
7252,12.5,2010-03-25,-73.91749,40.74323,-73.977547,40.758038,1
7253,8.1,2011-10-18,-74.010196,40.705355,-74.013676,40.714742,1
7254,6.9,2010-06-22,-73.982683,40.741676,-74.007673,40.740792,1
7255,19.3,2010-11-30,-73.961665,40.770233,-73.991258,40.751208,1
7256,10.9,2012-07-19,-73.971038,40.760658,-73.976568,40.785575,1
7257,6.0,2013-06-12,-73.993885,40.732681,-73.991329,40.739996,1
7258,15.5,2014-09-03,-73.989528,40.7338,-74.009162,40.704569,1
7259,4.0,2013-08-17,-73.986856,40.756307,-73.977392,40.753068,1
7260,4.9,2010-03-25,0.0,0.0,0.0,0.0,1
7261,6.9,2010-06-22,-73.984672,40.745312,-74.005732,40.74018,3
7262,19.5,2014-10-31,-73.991938,40.726176,-73.947529,40.781871,2
7263,5.7,2010-08-01,-74.006255,40.723295,-74.015895,40.714687,1
7264,5.0,2014-02-01,-73.991937,40.729647,-73.992487,40.724582,1
7265,6.9,2009-12-26,-73.958794,40.783426,-73.97737,40.77446,1
7266,4.5,2014-08-08,-73.954953,40.773378,-73.955617,40.778734,3
7267,6.5,2009-07-05,-74.005666,40.726243,-74.006096,40.738731,1
7268,5.5,2015-05-06,-73.96539307,40.77166367,-73.96248627,40.77149582,1
7269,8.5,2012-10-11,-73.969575,40.765932,-73.958347,40.784442,1
7270,16.1,2011-12-15,-73.9685,40.754832,-73.986685,40.702424,1
7271,11.0,2013-12-19,-73.977523,40.749262,-73.995377,40.723235,6
7272,5.3,2009-05-15,-73.981711,40.728566,-73.975812,40.716646,1
7273,8.9,2009-01-05,-73.959058,40.801973,-73.982415,40.765098,1
7274,8.1,2011-11-08,-73.977507,40.784292,-73.956337,40.771463,3
7275,5.0,2013-02-21,-73.995825,40.753168,-73.995825,40.753168,1
7276,4.5,2009-01-22,-73.965427,40.769083,-73.966453,40.761947,1
7277,4.0,2013-04-08,-73.980375,40.76377,-73.975405,40.762205,1
7278,10.5,2010-06-06,-73.993554,40.741784,-73.980793,40.782066,1
7279,15.0,2013-03-18,-73.99811,40.723662,-73.976567,40.760742,2
7280,4.5,2012-08-09,-73.983722,40.750157,-73.983062,40.742907,2
7281,8.5,2013-11-13,-73.981947,40.768466,-73.989747,40.751934,4
7282,10.1,2012-03-09,-74.007248,40.728102,-73.979562,40.759693,0
7283,7.5,2013-12-13,-73.957388,40.77082,-73.965066,40.763451,1
7284,6.0,2015-02-09,-73.96216583,40.7674408,-73.94974518,40.77708054,1
7285,11.3,2010-08-09,-73.989035,40.721418,-73.967958,40.76055,2
7286,8.1,2011-02-22,-73.981063,40.780195,-73.973407,40.762127,1
7287,19.0,2013-12-15,-73.95433,40.77427,-73.906418,40.779715,1
7288,7.7,2009-11-11,-74.004642,40.719357,-73.98603,40.726693,5
7289,9.7,2009-02-25,-73.989873,40.75617,-73.981807,40.737398,1
7290,6.5,2012-07-28,-73.994106,40.751195,-73.99302,40.738983,1
7291,6.5,2012-09-08,-73.996953,40.720435,-74.008622,40.716282,3
7292,6.1,2012-05-25,-73.972887,40.762412,-73.963245,40.766402,1
7293,20.9,2010-08-26,-73.946555,40.77654,-73.891133,40.75048,1
7294,9.5,2012-12-15,-73.986763,40.75889,-73.972012,40.78145,4
7295,4.9,2010-12-22,-73.998247,40.723997,-74.010969,40.713167,1
7296,16.9,2009-10-06,-74.015767,40.712133,-73.986887,40.743898,1
7297,5.5,2014-12-05,-73.963775,40.764742,-73.960288,40.773902,1
7298,20.5,2012-12-30,-73.865887,40.771138,-73.937112,40.714602,2
7299,13.0,2014-05-27,-74.01291,40.704155,-73.989593,40.729329,2
7300,13.7,2010-05-19,-73.958518,40.778728,-73.988523,40.737242,2
7301,4.9,2012-04-26,-73.97126,40.764037,-73.96129,40.777725,1
7302,6.5,2009-06-10,-73.98071,40.720668,-73.998323,40.728742,2
7303,10.1,2012-05-03,-73.946185,40.773172,-73.967248,40.793701,1
7304,9.3,2009-06-22,-73.98228,40.773198,-73.995544,40.744735,1
7305,16.0,2012-10-03,-73.965038,40.775123,-74.006828,40.751245,1
7306,10.0,2015-03-25,-74.00608826,40.74380112,-73.98419189,40.72716141,1
7307,6.1,2011-03-11,-73.947908,40.808757,-73.934812,40.799152,1
7308,4.5,2009-02-13,-73.974782,40.755923,-73.970659,40.764288,1
7309,6.5,2011-01-18,-73.974732,40.744565,-73.976537,40.752465,1
7310,18.5,2013-06-06,-74.005647,40.706342,-73.966897,40.755867,1
7311,9.7,2012-08-01,-73.95511,40.789203,-73.975757,40.760033,1
7312,5.5,2015-02-17,-73.97657776,40.75600815,-73.97855377,40.76187134,1
7313,13.5,2015-06-09,-73.97959137,40.76107788,-74.00466919,40.74186325,1
7314,13.0,2013-06-13,-73.966062,40.755466,-73.975139,40.787867,1
7315,57.33,2013-09-05,-73.776719,40.645296,-73.985598,40.759443,1
7316,36.1,2012-02-06,-73.983313,40.755978,-73.942757,40.629653,5
7317,19.3,2009-01-06,-73.954556,40.786703,-74.009702,40.702239,1
7318,21.5,2014-10-31,-73.952582,40.77629,-73.996267,40.725767,1
7319,8.1,2010-04-17,-73.985965,40.722661,-74.006295,40.739629,2
7320,57.33,2013-06-10,-73.92241,40.794057,-73.95417,40.821222,1
7321,13.3,2012-01-31,-73.96831,40.77104,-73.998223,40.723557,0
7322,49.8,2011-11-27,-73.789647,40.643483,-73.988952,40.757678,5
7323,28.25,2009-03-20,-73.981545,40.758037,-73.864097,40.769892,5
7324,8.1,2011-10-10,-74.008629,40.74552,-73.99076,40.757576,3
7325,14.5,2014-05-25,-73.974442,40.783162,-73.984647,40.742752,2
7326,13.7,2010-04-11,-73.989782,40.770007,-73.94549,40.834462,1
7327,21.3,2011-03-24,-73.955523,40.784457,-74.003507,40.730012,2
7328,22.5,2014-11-05,-73.961631,40.774491,-74.01269,40.70161,2
7329,12.5,2013-12-20,-74.000841,40.72574,-73.983638,40.757029,1
7330,6.5,2009-03-01,-73.969585,40.753948,-73.988482,40.731113,5
7331,2.5,2012-05-18,0.0,0.0,0.0,0.0,1
7332,4.1,2009-02-20,-73.953607,40.785178,-73.954275,40.778968,1
7333,6.1,2010-02-13,-73.998821,40.761338,-73.974833,40.764179,1
7334,6.0,2015-03-18,-73.99529266,40.73944092,-73.99679565,40.74705505,2
7335,5.0,2012-12-19,-73.98391,40.750147,-73.97458,40.751067,1
7336,21.5,2013-04-03,-73.975296,40.761022,-74.013771,40.703645,1
7337,9.5,2013-06-16,-73.950411,40.775773,-73.965356,40.790693,2
7338,16.9,2009-07-27,-73.947677,40.7751,-73.997512,40.724378,1
7339,36.33,2014-02-14,-73.972455,40.79354,-73.87325,40.774342,6
7340,6.1,2011-09-23,-74.016208,40.709673,-74.009998,40.722195,1
7341,12.0,2014-06-26,-73.975592,40.749967,-74.005773,40.750552,1
7342,6.5,2013-05-21,-73.975235,40.789427,-73.981805,40.77701,1
7343,10.1,2011-11-08,-74.008635,40.710733,-73.987088,40.751144,1
7344,6.5,2012-03-31,-73.959033,40.763437,-73.973675,40.764527,1
7345,49.57,2009-09-27,-73.78186,40.64479,-73.978157,40.754415,1
7346,5.3,2010-03-14,-73.981435,40.780303,-73.970017,40.787363,1
7347,12.0,2012-11-23,-73.85358,40.773392,-73.995183,40.71778,6
7348,6.5,2009-06-02,-73.988242,40.750768,-73.98498,40.760555,2
7349,8.9,2010-07-13,-73.979543,40.776463,-73.991745,40.74725,1
7350,8.5,2014-10-07,-73.978083,40.783067,-73.965765,40.807993,1
7351,6.1,2009-08-16,-73.982749,40.735235,-73.998429,40.722924,1
7352,7.7,2009-12-26,-73.957907,40.773243,-73.97679,40.74358,5
7353,32.1,2011-06-13,-73.92049,40.759727,-73.786478,40.639318,5
7354,22.0,2014-04-25,-74.008912,40.71896,-73.958305,40.767915,1
7355,5.0,2014-10-04,-73.97345,40.748552,-73.966167,40.754582,6
7356,7.5,2012-09-09,-73.9894,40.741729,-73.975409,40.76458,2
7357,7.7,2011-03-10,-73.982423,40.774867,-73.975541,40.758364,1
7358,2.5,2011-05-13,-73.973344,40.743929,-73.97313,40.744297,1
7359,8.5,2012-02-02,-73.991331,40.739161,-74.009018,40.716144,1
7360,13.3,2010-12-26,-74.015867,40.710895,-73.989572,40.751992,5
7361,12.5,2013-02-26,-73.969702,40.76044,-73.997432,40.724797,1
7362,6.9,2011-01-10,-73.982605,40.762757,-73.999843,40.758932,1
7363,18.0,2013-04-15,-74.007579,40.705097,-73.953103,40.766296,1
7364,9.3,2011-08-03,-73.985633,40.759079,-73.977606,40.752927,2
7365,5.7,2009-06-10,-73.955418,40.783243,-73.968218,40.770832,3
7366,9.7,2011-11-13,-73.985555,40.756237,-73.968768,40.764372,1
7367,10.5,2013-05-23,40.714897,-74.009697,40.726197,-73.99437,2
7368,15.0,2014-06-21,-74.006459,40.732968,-73.977859,40.745616,4
7369,6.5,2013-12-20,-73.997492,40.736542,-73.994317,40.727967,5
7370,6.9,2011-05-02,-73.96258,40.763175,-73.981595,40.749717,1
7371,19.5,2014-09-06,-73.90406,40.77153,-73.959058,40.773318,1
7372,14.5,2011-10-31,-73.979762,40.767167,-73.954041,40.76394,1
7373,3.7,2011-01-25,-73.957932,40.769412,-73.961603,40.76763,1
7374,15.0,2014-02-28,-73.988202,40.72276,-73.956923,40.730051,1
7375,6.9,2009-01-03,-74.00244,40.730325,-73.996692,40.722095,1
7376,9.5,2013-09-14,-73.995058,40.725072,-73.99136,40.748758,1
7377,6.9,2010-02-16,-73.983263,40.730488,-73.990428,40.739902,4
7378,23.5,2015-06-02,-73.99364471,40.7209549,-73.98085785,40.78678894,1
7379,11.3,2009-07-09,-74.00281,40.749822,-74.000692,40.740842,1
7380,4.5,2012-04-25,-73.995597,40.733382,-74.00605,40.731815,5
7381,5.3,2010-09-13,-73.998713,40.734802,-73.986467,40.719722,2
7382,3.7,2011-12-19,-73.998907,40.73956,-73.99972,40.734262,1
7383,5.5,2013-11-20,-73.987044,40.749438,-73.977534,40.752237,1
7384,6.5,2010-10-07,-73.995185,40.739237,-74.002788,40.752038,5
7385,4.5,2009-09-02,-73.991008,40.750545,-73.991778,40.740627,1
7386,7.7,2009-03-21,-73.983861,40.748657,-73.985021,40.760639,1
7387,7.5,2014-09-24,-73.990517,40.742102,-74.007687,40.731817,2
7388,5.3,2012-06-10,-74.008163,40.738897,-73.99774,40.746417,1
7389,11.0,2013-05-29,-73.978655,40.761555,-73.974808,40.756413,1
7390,33.5,2014-06-28,-73.989372,40.719017,-73.910785,40.767492,3
7391,32.5,2011-07-05,-73.99175,40.759925,-73.861488,40.768222,1
7392,7.0,2013-01-05,-73.975953,40.757387,-73.96009,40.77911,5
7393,26.9,2012-03-27,-73.981673,40.732535,-73.815143,40.713165,1
7394,8.0,2015-02-21,-73.98060608,40.74268723,-73.99324036,40.73344421,3
7395,11.3,2010-07-03,-73.95052,40.771495,-73.990065,40.767075,1
7396,8.0,2013-09-04,-73.983565,40.757237,-73.99207,40.753887,1
7397,9.5,2014-11-21,-73.951908,40.769354,-73.960602,40.77963,1
7398,8.5,2010-04-13,-74.009167,40.704263,-73.986581,40.70141,1
7399,10.1,2010-09-09,-73.951077,40.782563,-73.974592,40.787495,5
7400,9.7,2010-01-26,-73.959928,40.809567,-73.980412,40.786295,2
7401,7.3,2011-10-20,-73.974478,40.750972,-73.955868,40.776167,1
7402,5.3,2009-10-05,-73.974538,40.783127,-73.986875,40.771052,1
7403,19.3,2011-06-29,-73.966055,40.805228,-73.9722,40.750365,3
7404,4.5,2011-03-02,-73.940247,40.793792,-73.948533,40.789147,2
7405,12.5,2012-09-01,-73.989788,40.718967,-73.915765,40.705762,1
7406,5.5,2015-03-12,-73.98500824,40.74874878,-74.00229645,40.75599289,5
7407,6.5,2012-09-18,-73.977301,40.749805,-73.986498,40.755503,1
7408,20.0,2013-09-11,-73.95192,40.714102,-74.01245,40.71546,1
7409,10.1,2012-07-14,-73.958012,40.71753,-73.97999,40.693505,5
7410,7.0,2013-01-11,-73.98874,40.736697,-74.002157,40.74207,1
7411,8.5,2014-01-30,-73.995206,40.744617,-74.002191,40.726391,3
7412,11.5,2015-04-02,-74.00396729,40.70762253,-74.00521851,40.71995544,1
7413,6.1,2009-02-15,-73.988814,40.730845,-73.972135,40.754364,1
7414,9.0,2013-07-07,-73.992587,40.737428,-74.004644,40.752105,1
7415,10.5,2010-04-04,-73.993343,40.734858,-73.982057,40.765786,1
7416,8.9,2012-02-26,-73.957543,40.804168,-73.957543,40.804168,1
7417,14.9,2009-07-31,-73.991205,40.733229,-73.991259,40.663419,1
7418,10.0,2013-12-10,-73.998307,40.735237,-73.987017,40.750067,6
7419,4.5,2013-07-04,-73.956777,40.767442,-73.953315,40.77597,1
7420,5.3,2011-10-09,-73.989745,40.719195,-73.993562,40.72254,2
7421,9.0,2015-05-15,-73.95384216,40.78207016,-73.96806335,40.7678566,1
7422,16.5,2014-05-31,-73.9471,40.7761,-73.986134,40.746175,1
7423,7.3,2011-12-23,-73.970816,40.783278,-73.949241,40.781469,1
7424,3.7,2010-06-08,-73.954325,40.78079,-73.954168,40.779532,3
7425,7.7,2010-03-31,-73.975108,40.792635,-73.988408,40.770028,1
7426,16.5,2012-08-12,-74.013335,40.709189,-73.958515,40.760342,1
7427,8.0,2013-10-26,-73.973497,40.751922,-73.957125,40.76639,1
7428,4.5,2013-12-04,-73.987714,40.740955,-73.986106,40.743406,1
7429,8.1,2011-05-09,-73.987255,40.741624,-73.97324,40.765814,1
7430,12.9,2011-06-17,-73.965995,40.765325,-73.97536,40.733031,1
7431,10.5,2012-12-18,-73.987184,40.755777,-74.002277,40.730088,2
7432,11.5,2015-03-07,-74.01173401,40.70388031,-73.99212646,40.72517776,1
7433,10.5,2015-02-05,-74.00557709,40.72148132,-74.01495361,40.71815872,1
7434,7.5,2015-01-16,-73.98513031,40.76317978,-73.98858643,40.77619553,1
7435,6.1,2011-02-17,-73.980757,40.754185,-73.992182,40.747527,1
7436,9.5,2015-06-23,-73.96350861,40.7775116,-73.96696472,40.76189423,1
7437,16.1,2011-07-11,-73.977583,40.764658,-74.015241,40.711409,1
7438,9.5,2014-05-08,-74.005245,40.72831,-73.985247,40.732385,3
7439,5.0,2013-04-18,-74.001214,40.731565,-73.989441,40.742249,1
7440,13.3,2010-04-10,-73.989282,40.762757,-73.9893,40.72634,5
7441,9.5,2015-06-24,-73.99606323,40.73825836,-73.98946381,40.74977112,1
7442,17.7,2011-01-13,-73.953038,40.768197,-74.005745,40.7285,1
7443,5.7,2009-09-27,-73.998615,40.744968,-73.98951,40.745112,5
7444,5.0,2013-04-20,-73.978187,40.745625,-73.986522,40.740047,2
7445,8.0,2013-09-26,-73.954518,40.78411,-73.964355,40.765532,1
7446,13.0,2014-08-30,-73.95265,40.77692,-73.98759,40.73904,1
7447,6.9,2011-07-06,-73.985416,40.763706,-73.973581,40.786228,2
7448,35.83,2014-02-24,-73.871002,40.77369,-73.97312,40.758572,1
7449,7.0,2014-12-11,-73.993067,40.722661,-73.989377,40.735933,1
7450,8.1,2011-11-06,-73.999954,40.72706,-73.986937,40.755885,2
7451,7.0,2015-01-28,-73.98989105,40.75687027,-73.98378754,40.75580215,1
7452,9.3,2012-01-08,0.0,0.0,0.0,0.0,1
7453,3.3,2010-04-01,-73.958413,40.764516,-73.953632,40.771096,1
7454,5.3,2009-05-08,-74.00895,40.71605,-74.005533,40.735507,1
7455,5.7,2009-01-17,-74.001285,40.756847,-73.98916,40.750966,2
7456,4.9,2012-02-08,-73.951895,40.76946,-73.954115,40.778127,1
7457,15.7,2012-04-18,-73.979037,40.724156,-73.95192,40.781693,1
7458,34.1,2011-02-28,-74.001617,40.707926,-73.92364,40.866781,1
7459,31.33,2013-10-22,-73.971209,40.754884,-73.871424,40.774202,1
7460,18.0,2013-01-27,-73.948794,40.782162,-73.900934,40.752238,1
7461,5.0,2015-03-07,-73.96669006,40.7572403,-73.97596741,40.74455261,1
7462,5.0,2013-11-16,-73.997747,40.715378,-73.990729,40.719205,1
7463,6.9,2012-02-02,-73.975965,40.763338,-73.987387,40.748477,1
7464,52.0,2012-12-30,-73.986897,40.750997,-73.986897,40.750997,1
7465,12.0,2013-05-01,-73.982268,40.743128,-73.981136,40.778454,1
7466,16.1,2011-11-04,-74.0115,40.7039,-73.9704,40.7598,1
7467,9.5,2012-10-21,-73.987182,40.729395,-73.988915,40.722935,1
7468,6.5,2009-11-29,-73.990925,40.749487,-73.977454,40.738241,1
7469,5.5,2014-07-19,-73.982432,40.775215,-73.982665,40.764005,1
7470,18.0,2014-12-14,-73.985107,40.741797,-73.935055,40.767132,5
7471,12.0,2013-09-22,-73.970623,40.747857,-73.959662,40.781992,1
7472,4.1,2011-07-12,-73.984795,40.774315,-73.977147,40.784857,1
7473,15.0,2014-08-30,-73.981508,40.740602,-74.009228,40.705922,2
7474,3.3,2009-12-11,-73.9336,40.705608,-73.929415,40.700478,1
7475,9.5,2013-06-24,-73.967052,40.766777,-73.976807,40.751042,1
7476,19.0,2014-09-06,0.0,0.0,0.0,0.0,2
7477,5.3,2012-03-31,-73.965575,40.806055,-73.973223,40.792858,3
7478,39.65,2009-01-30,-73.985556,40.741304,-73.861228,40.767944,1
7479,3.3,2010-10-04,-73.956388,40.716982,-73.956847,40.714303,1
7480,14.5,2013-06-11,-73.996905,40.722827,-74.006597,40.706997,6
7481,10.5,2014-07-17,-73.98393,40.75702,-73.968087,40.757282,1
7482,6.5,2013-06-15,-73.976492,40.764945,-73.962908,40.778156,1
7483,4.9,2011-06-18,-73.98225,40.768098,-73.96836,40.7678,2
